state name,city name,year,month,day of week,time of day,accident severity,number of vehicles involved,vehicle type involved,number of casualties,number of fatalities,weather conditions,road type,road condition,lighting conditions,traffic control presence,speed limit (km/h),driver age,driver gender,driver license status,alcohol involvement,accident location details,latitude,longitude,number_of_death,hour,date,location,severity,vehicle,vehicles_count,casualties,fatalities,weather,road_type,road_condition,lighting,traffic,speed,age,gender,license,alcohol,lat,lng,age_group,is_weekend
Chhattisgarh,Unknown,2020,April,Tuesday,02:23,Minor,3,Car,5,4,Rainy,State Highway,Wet,Daylight,Signs,49,50,Female,Expired,Yes,Intersection,32.24746581,92.54891582,8,2,2020-04-01,Chhattisgarh - Unknown,Minor,Car,3,5,4,Rainy,State Highway,Wet,Daylight,Signs,49,50,Female,Expired,Yes,32.24746581,92.54891582,Mid-age,False
Arunachal Pradesh,Unknown,2023,May,Friday,08:34,Minor,1,Pedestrian,2,4,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,77,66,Male,,Yes,Straight Road,13.53877029,94.64886948,5,8,2023-05-01,Arunachal Pradesh - Unknown,Minor,Pedestrian,1,2,4,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,77,66,Male,,Yes,13.53877029,94.64886948,Senior,False
Sikkim,Unknown,2018,October,Saturday,13:27,Fatal,2,Cycle,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,81,68,Female,,Yes,Bridge,13.14856846,75.31498959,7,13,2018-10-01,Sikkim - Unknown,Fatal,Cycle,2,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,81,68,Female,,Yes,13.14856846,75.31498959,Senior,True
Mizoram,Unknown,2020,February,Thursday,20:53,Minor,4,Cycle,3,2,Rainy,State Highway,Under Construction,Daylight,Signs,83,48,Female,Valid,No,Intersection,8.986841032,89.89621593,6,20,2020-02-01,Mizoram - Unknown,Minor,Cycle,4,3,2,Rainy,State Highway,Under Construction,Daylight,Signs,83,48,Female,Valid,No,8.986841032,89.89621593,Mid-age,False
Delhi,Rohini,2020,March,Saturday,15:03,Serious,3,Auto-Rickshaw,1,5,Clear,State Highway,Dry,Dawn,Signals,97,46,Female,,No,Straight Road,20.74580752,81.35564542,8,15,2020-03-01,Delhi - Rohini,Serious,Auto-Rickshaw,3,1,5,Clear,State Highway,Dry,Dawn,Signals,97,46,Female,,No,20.74580752,81.35564542,Mid-age,True
Telangana,Unknown,2022,March,Sunday,16:33,Minor,1,Pedestrian,6,2,Hazy,Urban Road,Dry,Dusk,Signs,76,18,Female,Expired,No,Straight Road,23.2507106,92.41795803,1,16,2022-03-01,Telangana - Unknown,Minor,Pedestrian,1,6,2,Hazy,Urban Road,Dry,Dusk,Signs,76,18,Female,Expired,No,23.2507106,92.41795803,Teen,True
Arunachal Pradesh,Unknown,2019,November,Sunday,20:56,Serious,2,Pedestrian,3,2,Clear,National Highway,Wet,Daylight,Signals,50,54,Male,Expired,Yes,Bridge,9.774133265,89.12622964,1,20,2019-11-01,Arunachal Pradesh - Unknown,Serious,Pedestrian,2,3,2,Clear,National Highway,Wet,Daylight,Signals,50,54,Male,Expired,Yes,9.774133265,89.12622964,Mid-age,True
Uttar Pradesh,Lucknow,2020,November,Tuesday,08:12,Minor,1,Pedestrian,9,4,Clear,Village Road,Dry,Daylight,Signs,75,61,Male,Valid,No,Curve,28.93924565,90.51697595,9,8,2020-11-01,Uttar Pradesh - Lucknow,Minor,Pedestrian,1,9,4,Clear,Village Road,Dry,Daylight,Signs,75,61,Male,Valid,No,28.93924565,90.51697595,Senior,False
Jharkhand,Unknown,2021,May,Monday,02:14,Serious,3,Truck,3,4,Stormy,Urban Road,Wet,Dawn,Signs,75,68,Female,,No,Straight Road,20.23879854,87.02869329,6,2,2021-05-01,Jharkhand - Unknown,Serious,Truck,3,3,4,Stormy,Urban Road,Wet,Dawn,Signs,75,68,Female,,No,20.23879854,87.02869329,Senior,False
Sikkim,Unknown,2023,October,Sunday,06:39,Minor,3,Auto-Rickshaw,1,2,Rainy,State Highway,Dry,Dark,Police Checkpost,58,67,Male,,No,Bridge,22.15853727,73.14543431,1,6,2023-10-01,Sikkim - Unknown,Minor,Auto-Rickshaw,3,1,2,Rainy,State Highway,Dry,Dark,Police Checkpost,58,67,Male,,No,22.15853727,73.14543431,Senior,True
Assam,Unknown,2020,March,Tuesday,03:05,Minor,5,Pedestrian,2,2,Stormy,National Highway,Damaged,Dawn,Police Checkpost,45,30,Female,,Yes,Straight Road,19.90059417,83.80578065,7,3,2020-03-01,Assam - Unknown,Minor,Pedestrian,5,2,2,Stormy,National Highway,Damaged,Dawn,Police Checkpost,45,30,Female,,Yes,19.90059417,83.80578065,Young,False
Kerala,Unknown,2023,February,Sunday,19:40,Fatal,3,Two-Wheeler,0,1,Hazy,Village Road,Wet,Dark,,75,63,Male,Expired,Yes,Curve,18.82060264,96.55542245,8,19,2023-02-01,Kerala - Unknown,Fatal,Two-Wheeler,3,0,1,Hazy,Village Road,Wet,Dark,,75,63,Male,Expired,Yes,18.82060264,96.55542245,Senior,True
Uttar Pradesh,Varanasi,2022,September,Saturday,15:44,Serious,2,Cycle,0,0,Clear,National Highway,Dry,Dark,,92,40,Female,Valid,Yes,Curve,23.11028895,95.18425393,5,15,2022-09-01,Uttar Pradesh - Varanasi,Serious,Cycle,2,0,0,Clear,National Highway,Dry,Dark,,92,40,Female,Valid,Yes,23.11028895,95.18425393,Adult,True
Karnataka,Bangalore,2022,December,Thursday,20:14,Minor,1,Two-Wheeler,5,3,Stormy,Village Road,Wet,Dusk,,76,42,Male,,No,Bridge,12.19148664,69.25203834,2,20,2022-12-01,Karnataka - Bangalore,Minor,Two-Wheeler,1,5,3,Stormy,Village Road,Wet,Dusk,,76,42,Male,,No,12.19148664,69.25203834,Adult,False
Puducherry,Unknown,2021,August,Saturday,11:52,Minor,5,Pedestrian,4,4,Stormy,Village Road,Wet,Dawn,Signs,100,40,Female,Expired,Yes,Bridge,12.91205952,72.77962966,8,11,2021-08-01,Puducherry - Unknown,Minor,Pedestrian,5,4,4,Stormy,Village Road,Wet,Dawn,Signs,100,40,Female,Expired,Yes,12.91205952,72.77962966,Adult,True
Telangana,Unknown,2023,May,Monday,13:06,Serious,1,Auto-Rickshaw,3,5,Rainy,Village Road,Damaged,Dark,Police Checkpost,55,45,Female,Expired,Yes,Bridge,31.26821177,71.82013443,8,13,2023-05-01,Telangana - Unknown,Serious,Auto-Rickshaw,1,3,5,Rainy,Village Road,Damaged,Dark,Police Checkpost,55,45,Female,Expired,Yes,31.26821177,71.82013443,Adult,False
Kerala,Unknown,2020,February,Monday,08:52,Fatal,2,Bus,2,2,Stormy,National Highway,Under Construction,Dawn,,105,32,Female,Valid,No,Intersection,33.54511748,89.05341739,3,8,2020-02-01,Kerala - Unknown,Fatal,Bus,2,2,2,Stormy,National Highway,Under Construction,Dawn,,105,32,Female,Valid,No,33.54511748,89.05341739,Adult,False
Gujarat,Surat,2022,March,Monday,16:36,Minor,5,Two-Wheeler,6,2,Hazy,National Highway,Wet,Dark,Signals,100,26,Female,Expired,No,Straight Road,18.07935154,91.71577457,8,16,2022-03-01,Gujarat - Surat,Minor,Two-Wheeler,5,6,2,Hazy,National Highway,Wet,Dark,Signals,100,26,Female,Expired,No,18.07935154,91.71577457,Young,False
Odisha,Unknown,2021,June,Thursday,16:41,Serious,5,Bus,5,2,Rainy,Urban Road,Under Construction,Daylight,,82,70,Female,Expired,Yes,Curve,15.31010617,74.19182962,6,16,2021-06-01,Odisha - Unknown,Serious,Bus,5,5,2,Rainy,Urban Road,Under Construction,Daylight,,82,70,Female,Expired,Yes,15.31010617,74.19182962,Senior,False
Delhi,Dwarka,2023,October,Tuesday,00:28,Serious,1,Car,10,5,Hazy,Village Road,Damaged,Daylight,Police Checkpost,115,56,Female,,Yes,Intersection,25.38798767,82.6697281,9,0,2023-10-01,Delhi - Dwarka,Serious,Car,1,10,5,Hazy,Village Road,Damaged,Daylight,Police Checkpost,115,56,Female,,Yes,25.38798767,82.6697281,Mid-age,False
Goa,Unknown,2020,February,Saturday,08:30,Fatal,5,Auto-Rickshaw,9,3,Rainy,Urban Road,Dry,Dawn,Signs,114,57,Female,Valid,No,Straight Road,19.03582262,92.38038781,3,8,2020-02-01,Goa - Unknown,Fatal,Auto-Rickshaw,5,9,3,Rainy,Urban Road,Dry,Dawn,Signs,114,57,Female,Valid,No,19.03582262,92.38038781,Mid-age,True
Gujarat,Surat,2018,April,Saturday,06:18,Minor,3,Bus,1,5,Stormy,State Highway,Under Construction,Dark,Signs,31,40,Male,Valid,Yes,Curve,8.685431603,89.2512448,9,6,2018-04-01,Gujarat - Surat,Minor,Bus,3,1,5,Stormy,State Highway,Under Construction,Dark,Signs,31,40,Male,Valid,Yes,8.685431603,89.2512448,Adult,True
Nagaland,Unknown,2019,March,Saturday,02:10,Fatal,3,Cycle,8,0,Stormy,Village Road,Wet,Dark,Police Checkpost,46,62,Male,Expired,No,Curve,12.21612013,83.72487896,9,2,2019-03-01,Nagaland - Unknown,Fatal,Cycle,3,8,0,Stormy,Village Road,Wet,Dark,Police Checkpost,46,62,Male,Expired,No,12.21612013,83.72487896,Senior,True
Gujarat,Surat,2022,January,Wednesday,21:10,Serious,4,Truck,6,1,Rainy,State Highway,Dry,Dawn,Signs,110,52,Male,Expired,Yes,Curve,27.33125018,85.12008302,5,21,2022-01-01,Gujarat - Surat,Serious,Truck,4,6,1,Rainy,State Highway,Dry,Dawn,Signs,110,52,Male,Expired,Yes,27.33125018,85.12008302,Mid-age,False
Goa,Unknown,2018,June,Sunday,16:22,Fatal,1,Truck,3,1,Stormy,Village Road,Under Construction,Dawn,Signs,94,39,Female,,Yes,Straight Road,25.79094643,82.74245586,6,16,2018-06-01,Goa - Unknown,Fatal,Truck,1,3,1,Stormy,Village Road,Under Construction,Dawn,Signs,94,39,Female,,Yes,25.79094643,82.74245586,Adult,True
Mizoram,Unknown,2023,August,Monday,11:24,Fatal,1,Cycle,9,1,Clear,Urban Road,Wet,Dark,Signs,100,28,Female,Valid,Yes,Curve,8.731591798,76.62890509,4,11,2023-08-01,Mizoram - Unknown,Fatal,Cycle,1,9,1,Clear,Urban Road,Wet,Dark,Signs,100,28,Female,Valid,Yes,8.731591798,76.62890509,Young,False
Uttarakhand,Unknown,2018,June,Thursday,22:37,Serious,4,Auto-Rickshaw,9,0,Rainy,Village Road,Dry,Dark,Police Checkpost,102,50,Female,Expired,Yes,Straight Road,13.99324837,84.38563779,5,22,2018-06-01,Uttarakhand - Unknown,Serious,Auto-Rickshaw,4,9,0,Rainy,Village Road,Dry,Dark,Police Checkpost,102,50,Female,Expired,Yes,13.99324837,84.38563779,Mid-age,False
Madhya Pradesh,Unknown,2020,June,Tuesday,12:06,Serious,4,Cycle,10,2,Foggy,State Highway,Wet,Dark,Police Checkpost,97,42,Male,Valid,Yes,Curve,14.23901951,87.97767376,4,12,2020-06-01,Madhya Pradesh - Unknown,Serious,Cycle,4,10,2,Foggy,State Highway,Wet,Dark,Police Checkpost,97,42,Male,Valid,Yes,14.23901951,87.97767376,Adult,False
Meghalaya,Unknown,2022,October,Monday,11:32,Minor,5,Two-Wheeler,2,0,Stormy,Urban Road,Under Construction,Daylight,Police Checkpost,76,31,Female,Valid,Yes,Curve,26.14110408,93.32636456,4,11,2022-10-01,Meghalaya - Unknown,Minor,Two-Wheeler,5,2,0,Stormy,Urban Road,Under Construction,Daylight,Police Checkpost,76,31,Female,Valid,Yes,26.14110408,93.32636456,Adult,False
Nagaland,Unknown,2020,July,Monday,06:13,Fatal,5,Auto-Rickshaw,5,0,Rainy,Urban Road,Under Construction,Dusk,,75,31,Female,Expired,Yes,Bridge,8.532184519,86.45244927,2,6,2020-07-01,Nagaland - Unknown,Fatal,Auto-Rickshaw,5,5,0,Rainy,Urban Road,Under Construction,Dusk,,75,31,Female,Expired,Yes,8.532184519,86.45244927,Adult,False
Delhi,Dwarka,2021,January,Friday,05:00,Minor,3,Pedestrian,8,5,Stormy,Village Road,Dry,Dark,Signs,49,64,Male,Valid,Yes,Straight Road,10.81093171,90.07252457,7,5,2021-01-01,Delhi - Dwarka,Minor,Pedestrian,3,8,5,Stormy,Village Road,Dry,Dark,Signs,49,64,Male,Valid,Yes,10.81093171,90.07252457,Senior,False
Delhi,Dwarka,2023,September,Saturday,14:20,Minor,3,Truck,10,0,Rainy,Urban Road,Dry,Dawn,Signals,113,65,Female,Expired,No,Straight Road,29.59773431,72.64207741,8,14,2023-09-01,Delhi - Dwarka,Minor,Truck,3,10,0,Rainy,Urban Road,Dry,Dawn,Signals,113,65,Female,Expired,No,29.59773431,72.64207741,Senior,True
Punjab,Unknown,2020,May,Friday,23:17,Minor,2,Pedestrian,10,0,Hazy,State Highway,Wet,Dusk,Signs,61,61,Male,,Yes,Straight Road,12.82070588,81.38516676,5,23,2020-05-01,Punjab - Unknown,Minor,Pedestrian,2,10,0,Hazy,State Highway,Wet,Dusk,Signs,61,61,Male,,Yes,12.82070588,81.38516676,Senior,False
Uttar Pradesh,Kanpur,2023,November,Wednesday,19:28,Minor,5,Truck,8,0,Rainy,Village Road,Wet,Dawn,,43,56,Male,,Yes,Straight Road,25.62414491,68.27061697,2,19,2023-11-01,Uttar Pradesh - Kanpur,Minor,Truck,5,8,0,Rainy,Village Road,Wet,Dawn,,43,56,Male,,Yes,25.62414491,68.27061697,Mid-age,False
Delhi,New Delhi,2020,July,Friday,21:15,Serious,1,Car,8,0,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,81,68,Male,Expired,Yes,Straight Road,14.43093509,75.15368707,2,21,2020-07-01,Delhi - New Delhi,Serious,Car,1,8,0,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,81,68,Male,Expired,Yes,14.43093509,75.15368707,Senior,False
Madhya Pradesh,Unknown,2018,November,Friday,21:37,Fatal,2,Two-Wheeler,1,2,Hazy,State Highway,Wet,Dawn,Signs,41,38,Male,Valid,No,Intersection,10.6849176,89.06738974,1,21,2018-11-01,Madhya Pradesh - Unknown,Fatal,Two-Wheeler,2,1,2,Hazy,State Highway,Wet,Dawn,Signs,41,38,Male,Valid,No,10.6849176,89.06738974,Adult,False
Maharashtra,Nagpur,2022,March,Sunday,06:30,Serious,2,Truck,10,3,Clear,National Highway,Damaged,Dusk,Police Checkpost,86,58,Male,Valid,No,Curve,14.56564916,96.76248859,5,6,2022-03-01,Maharashtra - Nagpur,Serious,Truck,2,10,3,Clear,National Highway,Damaged,Dusk,Police Checkpost,86,58,Male,Valid,No,14.56564916,96.76248859,Mid-age,True
Assam,Unknown,2019,September,Tuesday,22:38,Serious,3,Bus,6,5,Rainy,State Highway,Dry,Daylight,Police Checkpost,42,69,Male,,Yes,Intersection,27.50120716,70.87616489,1,22,2019-09-01,Assam - Unknown,Serious,Bus,3,6,5,Rainy,State Highway,Dry,Daylight,Police Checkpost,42,69,Male,,Yes,27.50120716,70.87616489,Senior,False
Jharkhand,Unknown,2022,January,Friday,18:51,Minor,5,Pedestrian,10,4,Stormy,Village Road,Damaged,Dawn,,86,19,Male,,No,Bridge,31.10380464,79.64333516,1,18,2022-01-01,Jharkhand - Unknown,Minor,Pedestrian,5,10,4,Stormy,Village Road,Damaged,Dawn,,86,19,Male,,No,31.10380464,79.64333516,Young,False
Tamil Nadu,Madurai,2023,October,Monday,03:27,Fatal,5,Pedestrian,5,5,Foggy,Village Road,Wet,Dusk,Signs,99,20,Male,Valid,No,Intersection,30.41593634,91.20205809,9,3,2023-10-01,Tamil Nadu - Madurai,Fatal,Pedestrian,5,5,5,Foggy,Village Road,Wet,Dusk,Signs,99,20,Male,Valid,No,30.41593634,91.20205809,Young,False
Punjab,Unknown,2020,January,Tuesday,01:14,Minor,4,Truck,10,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,89,58,Female,Expired,No,Straight Road,18.7239553,73.9170334,6,1,2020-01-01,Punjab - Unknown,Minor,Truck,4,10,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,89,58,Female,Expired,No,18.7239553,73.9170334,Mid-age,False
Sikkim,Unknown,2020,January,Wednesday,17:33,Minor,1,Cycle,2,1,Stormy,State Highway,Under Construction,Daylight,Signs,89,54,Male,Expired,No,Straight Road,26.03829869,84.09746353,9,17,2020-01-01,Sikkim - Unknown,Minor,Cycle,1,2,1,Stormy,State Highway,Under Construction,Daylight,Signs,89,54,Male,Expired,No,26.03829869,84.09746353,Mid-age,False
Tamil Nadu,Madurai,2023,November,Saturday,05:54,Minor,1,Auto-Rickshaw,10,1,Clear,State Highway,Damaged,Daylight,Signals,31,64,Male,Valid,Yes,Bridge,13.53457598,89.25906758,4,5,2023-11-01,Tamil Nadu - Madurai,Minor,Auto-Rickshaw,1,10,1,Clear,State Highway,Damaged,Daylight,Signals,31,64,Male,Valid,Yes,13.53457598,89.25906758,Senior,True
Delhi,New Delhi,2020,January,Wednesday,10:56,Fatal,4,Car,1,1,Rainy,Village Road,Wet,Dusk,,75,69,Female,Valid,No,Intersection,15.91498872,85.86357806,2,10,2020-01-01,Delhi - New Delhi,Fatal,Car,4,1,1,Rainy,Village Road,Wet,Dusk,,75,69,Female,Valid,No,15.91498872,85.86357806,Senior,False
Meghalaya,Unknown,2019,October,Monday,19:31,Minor,3,Truck,10,0,Hazy,State Highway,Under Construction,Dawn,Signs,103,29,Female,Expired,No,Bridge,32.2010671,73.4527173,5,19,2019-10-01,Meghalaya - Unknown,Minor,Truck,3,10,0,Hazy,State Highway,Under Construction,Dawn,Signs,103,29,Female,Expired,No,32.2010671,73.4527173,Young,False
Goa,Unknown,2023,September,Wednesday,15:22,Serious,4,Car,6,3,Rainy,National Highway,Damaged,Dusk,,113,64,Male,Valid,Yes,Intersection,8.351051935,78.30615249,9,15,2023-09-01,Goa - Unknown,Serious,Car,4,6,3,Rainy,National Highway,Damaged,Dusk,,113,64,Male,Valid,Yes,8.351051935,78.30615249,Senior,False
Punjab,Unknown,2021,February,Saturday,00:23,Fatal,4,Cycle,8,4,Hazy,Urban Road,Under Construction,Dusk,Signs,71,56,Male,Valid,No,Bridge,10.30873033,90.72996175,8,0,2021-02-01,Punjab - Unknown,Fatal,Cycle,4,8,4,Hazy,Urban Road,Under Construction,Dusk,Signs,71,56,Male,Valid,No,10.30873033,90.72996175,Mid-age,True
Arunachal Pradesh,Unknown,2018,December,Tuesday,11:57,Minor,2,Cycle,7,1,Rainy,Urban Road,Under Construction,Dusk,Signs,35,35,Female,Valid,Yes,Straight Road,13.61292889,84.07256891,1,11,2018-12-01,Arunachal Pradesh - Unknown,Minor,Cycle,2,7,1,Rainy,Urban Road,Under Construction,Dusk,Signs,35,35,Female,Valid,Yes,13.61292889,84.07256891,Adult,False
Uttarakhand,Unknown,2023,August,Thursday,12:40,Minor,5,Pedestrian,0,5,Clear,State Highway,Under Construction,Dark,Signs,79,43,Male,,No,Straight Road,8.716369505,68.15165879,3,12,2023-08-01,Uttarakhand - Unknown,Minor,Pedestrian,5,0,5,Clear,State Highway,Under Construction,Dark,Signs,79,43,Male,,No,8.716369505,68.15165879,Adult,False
Mizoram,Unknown,2020,December,Tuesday,04:51,Fatal,3,Auto-Rickshaw,7,1,Hazy,State Highway,Damaged,Daylight,Police Checkpost,54,50,Female,Expired,Yes,Bridge,12.89875675,90.06873204,1,4,2020-12-01,Mizoram - Unknown,Fatal,Auto-Rickshaw,3,7,1,Hazy,State Highway,Damaged,Daylight,Police Checkpost,54,50,Female,Expired,Yes,12.89875675,90.06873204,Mid-age,False
Himachal Pradesh,Unknown,2023,December,Saturday,02:42,Fatal,2,Auto-Rickshaw,2,1,Clear,National Highway,Under Construction,Daylight,,86,24,Female,Expired,Yes,Intersection,23.74212215,69.02402929,2,2,2023-12-01,Himachal Pradesh - Unknown,Fatal,Auto-Rickshaw,2,2,1,Clear,National Highway,Under Construction,Daylight,,86,24,Female,Expired,Yes,23.74212215,69.02402929,Young,True
West Bengal,Kolkata,2021,March,Saturday,04:35,Minor,4,Cycle,10,2,Hazy,Village Road,Dry,Daylight,,32,68,Male,Expired,Yes,Curve,19.37846287,89.6262797,6,4,2021-03-01,West Bengal - Kolkata,Minor,Cycle,4,10,2,Hazy,Village Road,Dry,Daylight,,32,68,Male,Expired,Yes,19.37846287,89.6262797,Senior,True
Nagaland,Unknown,2022,February,Monday,04:41,Minor,1,Cycle,8,0,Stormy,Urban Road,Damaged,Daylight,Signals,57,54,Male,Valid,Yes,Intersection,32.1021362,73.87193624,2,4,2022-02-01,Nagaland - Unknown,Minor,Cycle,1,8,0,Stormy,Urban Road,Damaged,Daylight,Signals,57,54,Male,Valid,Yes,32.1021362,73.87193624,Mid-age,False
Puducherry,Unknown,2023,December,Monday,12:51,Minor,3,Cycle,7,0,Rainy,National Highway,Wet,Daylight,Police Checkpost,104,64,Female,Expired,No,Curve,30.07097617,95.78413092,4,12,2023-12-01,Puducherry - Unknown,Minor,Cycle,3,7,0,Rainy,National Highway,Wet,Daylight,Police Checkpost,104,64,Female,Expired,No,30.07097617,95.78413092,Senior,False
Andhra Pradesh,Visakhapatnam,2018,May,Tuesday,00:25,Minor,2,Bus,6,0,Foggy,Urban Road,Wet,Dark,,86,24,Female,,Yes,Straight Road,17.2290685,78.67028179,6,0,2018-05-01,Andhra Pradesh - Visakhapatnam,Minor,Bus,2,6,0,Foggy,Urban Road,Wet,Dark,,86,24,Female,,Yes,17.2290685,78.67028179,Young,False
Assam,Unknown,2018,April,Friday,15:50,Serious,3,Pedestrian,4,0,Clear,Village Road,Under Construction,Dusk,,119,70,Male,Valid,Yes,Bridge,15.0044327,77.48101687,5,15,2018-04-01,Assam - Unknown,Serious,Pedestrian,3,4,0,Clear,Village Road,Under Construction,Dusk,,119,70,Male,Valid,Yes,15.0044327,77.48101687,Senior,False
Madhya Pradesh,Unknown,2022,January,Sunday,06:48,Serious,3,Cycle,3,1,Hazy,Village Road,Damaged,Dusk,Signals,110,24,Male,Valid,No,Straight Road,18.25169502,72.31775346,3,6,2022-01-01,Madhya Pradesh - Unknown,Serious,Cycle,3,3,1,Hazy,Village Road,Damaged,Dusk,Signals,110,24,Male,Valid,No,18.25169502,72.31775346,Young,True
Himachal Pradesh,Unknown,2021,May,Saturday,00:14,Serious,5,Auto-Rickshaw,5,3,Clear,National Highway,Damaged,Dawn,Signals,99,27,Male,Valid,Yes,Bridge,23.93796345,76.86252225,3,0,2021-05-01,Himachal Pradesh - Unknown,Serious,Auto-Rickshaw,5,5,3,Clear,National Highway,Damaged,Dawn,Signals,99,27,Male,Valid,Yes,23.93796345,76.86252225,Young,True
Jharkhand,Unknown,2020,August,Tuesday,19:14,Minor,3,Truck,10,2,Rainy,Urban Road,Damaged,Dark,Signs,79,37,Male,,Yes,Intersection,15.2377183,93.42287209,8,19,2020-08-01,Jharkhand - Unknown,Minor,Truck,3,10,2,Rainy,Urban Road,Damaged,Dark,Signs,79,37,Male,,Yes,15.2377183,93.42287209,Adult,False
Odisha,Unknown,2019,May,Sunday,10:35,Minor,5,Cycle,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,45,56,Male,Expired,Yes,Bridge,24.85202051,96.89369579,7,10,2019-05-01,Odisha - Unknown,Minor,Cycle,5,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,45,56,Male,Expired,Yes,24.85202051,96.89369579,Mid-age,True
Odisha,Unknown,2018,January,Thursday,08:38,Fatal,4,Car,9,3,Rainy,State Highway,Damaged,Dawn,Signs,88,42,Female,,No,Bridge,19.05411461,78.68097638,4,8,2018-01-01,Odisha - Unknown,Fatal,Car,4,9,3,Rainy,State Highway,Damaged,Dawn,Signs,88,42,Female,,No,19.05411461,78.68097638,Adult,False
Telangana,Unknown,2021,July,Wednesday,21:54,Serious,3,Auto-Rickshaw,2,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,76,23,Male,,No,Intersection,22.90527388,81.0097083,3,21,2021-07-01,Telangana - Unknown,Serious,Auto-Rickshaw,3,2,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,76,23,Male,,No,22.90527388,81.0097083,Young,False
Tripura,Unknown,2021,April,Wednesday,01:39,Minor,3,Truck,7,5,Rainy,State Highway,Wet,Dark,Police Checkpost,81,58,Male,Expired,No,Straight Road,19.77541629,88.94005721,2,1,2021-04-01,Tripura - Unknown,Minor,Truck,3,7,5,Rainy,State Highway,Wet,Dark,Police Checkpost,81,58,Male,Expired,No,19.77541629,88.94005721,Mid-age,False
Goa,Unknown,2018,July,Tuesday,12:16,Fatal,1,Bus,1,1,Hazy,Urban Road,Damaged,Daylight,Police Checkpost,98,52,Male,Expired,Yes,Intersection,15.95057551,93.69967763,4,12,2018-07-01,Goa - Unknown,Fatal,Bus,1,1,1,Hazy,Urban Road,Damaged,Daylight,Police Checkpost,98,52,Male,Expired,Yes,15.95057551,93.69967763,Mid-age,False
Chhattisgarh,Unknown,2023,November,Thursday,11:52,Fatal,2,Car,3,3,Rainy,Urban Road,Under Construction,Dawn,,65,52,Male,Expired,Yes,Straight Road,33.60823929,85.19828569,8,11,2023-11-01,Chhattisgarh - Unknown,Fatal,Car,2,3,3,Rainy,Urban Road,Under Construction,Dawn,,65,52,Male,Expired,Yes,33.60823929,85.19828569,Mid-age,False
Punjab,Unknown,2019,August,Wednesday,11:43,Fatal,2,Pedestrian,0,3,Rainy,Village Road,Wet,Dark,Police Checkpost,108,33,Female,Valid,Yes,Curve,28.61735644,79.35424525,7,11,2019-08-01,Punjab - Unknown,Fatal,Pedestrian,2,0,3,Rainy,Village Road,Wet,Dark,Police Checkpost,108,33,Female,Valid,Yes,28.61735644,79.35424525,Adult,False
Uttar Pradesh,Lucknow,2022,October,Wednesday,04:58,Serious,3,Two-Wheeler,8,5,Rainy,Village Road,Under Construction,Dusk,,112,24,Male,Valid,No,Curve,11.78305575,79.96603338,9,4,2022-10-01,Uttar Pradesh - Lucknow,Serious,Two-Wheeler,3,8,5,Rainy,Village Road,Under Construction,Dusk,,112,24,Male,Valid,No,11.78305575,79.96603338,Young,False
Telangana,Unknown,2022,April,Sunday,19:07,Fatal,2,Cycle,0,3,Clear,Village Road,Damaged,Dusk,,118,25,Female,Valid,Yes,Straight Road,31.44863535,88.17292625,4,19,2022-04-01,Telangana - Unknown,Fatal,Cycle,2,0,3,Clear,Village Road,Damaged,Dusk,,118,25,Female,Valid,Yes,31.44863535,88.17292625,Young,True
Nagaland,Unknown,2023,February,Thursday,04:25,Serious,1,Bus,9,5,Clear,State Highway,Dry,Dark,Signals,81,46,Male,Expired,Yes,Curve,21.16064235,68.09332964,2,4,2023-02-01,Nagaland - Unknown,Serious,Bus,1,9,5,Clear,State Highway,Dry,Dark,Signals,81,46,Male,Expired,Yes,21.16064235,68.09332964,Mid-age,False
Kerala,Unknown,2019,January,Monday,17:02,Minor,4,Pedestrian,6,2,Stormy,Urban Road,Wet,Dusk,Signals,91,50,Female,,No,Bridge,32.15291013,85.96809079,7,17,2019-01-01,Kerala - Unknown,Minor,Pedestrian,4,6,2,Stormy,Urban Road,Wet,Dusk,Signals,91,50,Female,,No,32.15291013,85.96809079,Mid-age,False
Jammu and Kashmir,Unknown,2022,October,Tuesday,00:22,Serious,3,Bus,0,1,Rainy,Urban Road,Dry,Dusk,Signs,95,29,Male,Valid,No,Intersection,29.59609191,78.3092973,1,0,2022-10-01,Jammu and Kashmir - Unknown,Serious,Bus,3,0,1,Rainy,Urban Road,Dry,Dusk,Signs,95,29,Male,Valid,No,29.59609191,78.3092973,Young,False
